"Date","ZAL","ES1438A","ES1480A","ES1396A","ES1992A","ES0691A","ES0692A","ES1148A","ES1679A","ES1856A","ES2090A","ES1453A","ES1929A","ES1903A","ES1910A","ES2011A","ES2012A","ES1684A","ES1231A","ES1891A","ES0584A","ES1262A","ES1018A","ES1551A","ES1814A","ES1817A","ES1126A","ES0971A","ES1339A","ES1815A","ES1773A","ES1899A","ES1122A","ES1123A","ES2109A","ES1124A","ES1208A","ES1666A","ES1312A","ES1812A","ES1125A","ES1135A","ES1642A","ES1397A","ES1923A","ES1816A","ES1999A","ES1347A","ES1778A","ES1275A","ES1311A","ES1851A","ES1348A","ES1982A","ES1225A","ES2034A","ES1215A","ES2017A","ES1930A","ES1948A","ES1855A","ES1854A","ES0010R","ES0014R"
"2022-12-31 23:00:00",NA,NA,62,60,45,43,45,47,46,48,2,43,35,25,9,29,23,40,23,25,33,36,41,41,32,30,25,33,24,NA,17,14,8,9,23,18,27,27,24,3,13,15,NA,19,3,37,20,1,1,30,NA,4,NA,1,28,8,16,6,2,2,8,NA,NA,NA
"2023-01-01 00:00:00",19.5,NA,61,56,50,41,51,47,48,50,1,39,33,36,13,34,22,33,34,36,34,53,43,40,42,37,22,30,29,NA,19,17,6,14,22,19,40,32,27,3,19,21,NA,14,10,70,22,1,1,34,NA,5,NA,1,29,7,12,9,2,2,5,NA,5.83,3.25
"2023-01-01 01:00:00",18.5,NA,62,55,48,39,46,41,47,54,1,38,26,36,12,35,21,29,27,40,36,38,34,47,33,34,24,31,29,NA,17,22,5,11,24,17,31,27,26,2,14,21,NA,14,6,53,22,1,1,34,NA,4,NA,1,22,8,10,5,1,2,5,NA,6.36,3.38
"2023-01-01 02:00:00",18.2,NA,58,49,46,36,43,39,42,54,1,38,20,35,10,33,25,25,25,44,36,42,27,42,28,32,22,25,25,NA,14,21,5,8,21,16,36,25,18,2,10,20,NA,11,5,53,15,1,1,28,NA,2,NA,1,21,7,8,8,1,2,5,NA,5.48,3.45
"2023-01-01 03:00:00",22.6,NA,51,42,44,33,39,36,37,51,2,38,17,28,9,29,23,19,23,39,27,43,31,37,26,29,18,17,20,NA,13,10,4,6,19,14,29,22,11,2,10,15,NA,9,5,46,15,1,1,23,NA,2,NA,1,19,8,8,13,1,2,7,NA,4.36,3.73
"2023-01-01 04:00:00",16.6,NA,39,22,39,30,25,33,34,46,3,32,18,22,7,27,18,21,22,35,27,30,23,36,27,28,17,17,17,NA,15,8,5,7,16,8,15,15,14,2,13,14,NA,11,7,37,15,1,1,26,NA,2,NA,1,16,8,7,15,1,4,8,NA,4.74,3.44
"2023-01-01 05:00:00",15.7,NA,31,16,42,29,19,30,34,45,3,29,15,22,6,24,23,20,17,35,23,30,23,35,25,27,14,18,11,NA,9,7,5,7,14,10,15,14,11,2,12,13,NA,7,7,40,17,1,1,25,NA,2,NA,1,17,6,6,12,1,3,6,NA,5.25,3.53
"2023-01-01 06:00:00",19.1,NA,49,30,41,28,28,27,32,41,6,27,20,24,6,23,18,19,20,34,20,28,44,34,25,25,15,20,12,NA,7,8,6,8,17,10,16,12,15,2,14,15,NA,8,7,33,16,3,1,26,NA,2,NA,1,16,7,6,16,1,5,7,NA,6.9,3.88
"2023-01-01 07:00:00",18.4,NA,38,22,37,24,19,26,34,42,3,26,15,20,6,21,16,19,17,31,20,27,36,30,24,22,13,17,8,NA,7,10,5,8,17,12,21,15,16,2,13,13,NA,7,4,27,16,5,1,24,NA,3,NA,1,19,10,8,25,1,6,9,NA,4.93,3.57
"2023-01-01 08:00:00",20.1,NA,31,31,30,25,25,26,47,39,5,28,14,11,6,19,13,17,12,31,25,27,29,29,23,21,11,16,8,NA,6,11,4,6,13,12,23,14,12,5,11,12,NA,10,7,30,15,4,1,23,NA,4,NA,1,17,9,7,17,1,6,9,NA,5.94,3.86
"2023-01-01 09:00:00",19.9,NA,25,15,8,24,24,24,55,12,5,29,14,21,14,17,14,19,18,34,27,25,40,34,32,22,13,11,10,NA,9,7,5,6,13,12,28,14,11,9,9,15,NA,52,8,19,24,2,1,22,NA,3,NA,1,23,12,11,8,1,6,10,NA,8.43,3.54
"2023-01-01 10:00:00",21,NA,13,11,6,26,13,28,34,6,5,29,16,24,16,21,13,19,18,36,33,21,28,32,33,24,14,10,11,NA,11,13,5,4,11,8,19,9,9,8,14,16,NA,31,18,8,23,1,1,16,NA,3,NA,1,35,12,11,7,1,9,13,NA,7.73,3.89
"2023-01-01 11:00:00",21.6,NA,13,11,6,26,10,28,17,6,6,33,21,18,10,30,13,16,18,19,38,28,21,22,24,32,12,15,9,NA,9,8,5,2,9,8,14,9,7,7,17,21,NA,31,13,7,14,1,1,12,NA,10,NA,1,29,13,9,5,1,6,7,NA,6.61,2.88
"2023-01-01 12:00:00",23.3,NA,15,15,8,20,13,17,26,9,9,41,22,20,10,32,19,13,21,13,48,38,29,26,28,32,20,22,11,NA,7,22,5,4,10,9,8,7,8,9,18,14,NA,30,8,8,9,1,2,12,NA,4,NA,1,27,16,7,5,1,5,8,NA,6.51,2.4
"2023-01-01 13:00:00",24.1,NA,21,24,13,21,19,14,23,12,13,30,18,14,8,27,18,21,19,15,55,37,30,31,44,35,23,23,12,NA,7,16,6,5,10,9,9,7,9,12,22,9,NA,38,4,13,9,1,1,14,NA,7,NA,1,18,16,6,5,1,4,6,NA,5.41,1.82
"2023-01-01 14:00:00",26.1,NA,25,23,13,20,17,14,41,17,16,23,23,12,8,25,20,26,19,18,44,32,36,23,37,39,21,22,12,NA,8,7,6,5,10,9,11,7,9,14,36,8,NA,34,4,16,10,1,1,27,NA,8,NA,1,25,11,6,5,1,4,5,NA,5.93,1.37
"2023-01-01 15:00:00",27.4,NA,40,26,16,19,17,17,30,31,24,31,18,24,10,28,19,24,29,25,41,46,40,31,37,42,23,31,12,NA,9,5,8,7,13,12,13,9,21,12,44,9,NA,52,3,16,19,1,1,19,NA,16,NA,1,37,10,7,6,1,7,5,NA,4.71,1.49
"2023-01-01 16:00:00",26.2,NA,46,59,38,29,43,35,36,40,11,56,20,42,12,42,16,32,42,40,58,84,88,54,68,66,41,32,19,NA,10,10,10,12,21,19,29,15,36,10,54,16,NA,62,5,35,52,2,1,32,NA,28,NA,1,54,10,7,7,1,10,25,NA,4.01,2.22
"2023-01-01 17:00:00",18.9,NA,65,61,50,38,38,49,51,50,4,63,39,30,14,29,19,50,37,52,46,60,91,59,59,60,47,43,32,NA,27,23,12,15,30,23,32,22,28,8,54,47,NA,52,5,60,54,2,1,42,NA,16,NA,1,56,17,10,12,1,13,31,NA,4.41,2.17
"2023-01-01 18:00:00",19.2,NA,66,57,43,45,39,59,49,52,6,53,53,27,12,25,24,48,30,45,47,43,67,57,46,44,39,40,39,NA,26,23,10,9,42,17,23,25,25,7,38,42,NA,40,3,68,49,2,1,55,NA,11,NA,1,40,9,20,19,1,8,27,NA,3.55,1.72
"2023-01-01 19:00:00",15.6,NA,68,60,43,45,45,53,45,54,8,52,51,31,11,27,29,56,26,42,38,58,93,54,39,41,33,30,34,NA,23,30,8,10,27,15,25,26,26,6,32,31,NA,34,5,63,45,1,1,47,NA,13,NA,1,31,6,31,11,1,4,12,NA,3.52,1.57
"2023-01-01 20:00:00",16.3,NA,66,67,45,44,41,48,46,54,5,47,43,29,10,23,27,47,22,41,34,43,80,60,35,33,28,33,28,NA,16,32,11,6,23,17,34,31,21,6,37,29,NA,28,5,55,44,1,1,45,NA,10,NA,1,30,5,39,9,1,4,12,NA,3.11,1.64
"2023-01-01 21:00:00",16.9,NA,63,71,43,40,41,44,47,53,5,45,43,30,9,21,25,49,20,37,30,27,64,48,30,34,26,33,28,NA,14,27,8,6,23,14,25,24,13,6,28,26,NA,23,6,49,29,1,2,38,NA,7,NA,1,21,5,34,5,6,4,17,NA,3.32,1.66
"2023-01-01 22:00:00",15.4,NA,57,65,40,35,34,42,44,50,3,46,41,30,11,16,21,42,19,34,26,20,48,36,31,28,23,29,25,NA,13,24,9,6,21,12,29,22,13,10,23,22,NA,18,7,38,25,1,1,34,NA,6,NA,1,19,5,24,4,6,5,12,NA,2.39,1.51
"2023-01-01 23:00:00",16.5,NA,52,60,35,39,31,42,36,35,3,46,36,25,9,24,17,40,20,30,21,19,30,33,21,26,19,24,22,NA,12,21,9,7,25,12,34,20,14,13,23,18,NA,16,7,25,15,2,1,26,1,3,NA,1,19,5,20,5,5,5,9,NA,2.28,1.69
"2023-01-02 00:00:00",16.2,NA,53,57,35,37,31,38,35,14,17,38,31,22,6,25,16,32,17,32,24,12,22,35,20,21,12,19,18,NA,13,22,9,7,28,12,32,18,16,8,13,15,NA,12,8,16,12,1,1,25,1,2,NA,1,13,5,11,6,4,4,7,NA,2.21,2.53
"2023-01-02 01:00:00",15.1,NA,46,57,27,33,30,36,35,20,3,34,25,17,6,24,16,25,15,27,21,10,22,31,16,22,12,18,18,NA,14,21,7,5,25,11,27,19,17,6,17,13,NA,10,6,12,12,1,1,17,1,2,NA,1,13,5,10,3,4,4,15,NA,2.27,2.99
"2023-01-02 02:00:00",17,NA,34,54,17,32,30,32,35,24,3,36,20,20,5,23,13,26,20,23,17,12,20,26,16,17,11,18,15,NA,15,16,6,5,22,7,16,17,12,5,19,10,NA,8,5,8,10,1,1,15,1,1,NA,1,10,7,9,4,3,3,12,NA,2.77,2.95
"2023-01-02 03:00:00",23.8,NA,41,51,16,31,27,31,33,27,2,31,25,24,6,25,14,25,16,22,16,32,22,23,18,17,10,20,15,NA,13,16,5,4,15,8,14,16,14,4,15,10,NA,6,7,12,10,1,1,21,1,1,NA,1,9,7,8,5,3,2,15,NA,3.67,2.93
"2023-01-02 04:00:00",20.2,NA,29,52,14,30,34,28,34,42,2,29,25,28,5,23,20,26,13,29,20,38,28,25,24,17,11,24,19,NA,14,21,4,7,16,11,14,18,14,4,14,14,NA,7,7,18,9,1,2,28,1,1,NA,1,11,6,14,6,3,4,24,NA,3.77,3.01
"2023-01-02 05:00:00",27.8,NA,45,54,32,29,39,32,36,43,3,34,34,39,10,28,18,29,15,31,27,66,61,38,30,27,12,29,31,NA,14,22,6,14,20,19,30,24,20,3,18,18,NA,10,7,35,16,2,1,38,1,3,NA,1,20,7,18,6,3,4,33,NA,3.96,3.29
"2023-01-02 06:00:00",23.9,NA,64,60,55,32,45,32,42,53,3,32,39,46,14,32,21,35,18,48,34,92,89,42,27,30,19,36,35,NA,21,21,8,22,51,25,37,37,39,3,24,22,NA,13,15,54,21,2,1,36,1,7,NA,1,36,12,24,11,3,3,45,NA,3.38,3.69
"2023-01-02 07:00:00",24.1,NA,81,68,48,35,59,40,49,65,3,39,41,51,16,33,23,41,26,51,45,90,109,51,40,37,23,39,42,NA,22,34,12,23,52,25,49,44,50,4,29,24,NA,15,11,69,24,5,1,39,1,12,NA,1,46,12,26,20,4,4,44,NA,4.6,4.6
"2023-01-02 08:00:00",30.3,NA,67,75,65,39,102,44,64,58,16,47,39,58,19,41,35,42,38,61,50,101,77,60,37,39,19,43,40,NA,25,29,20,16,50,19,42,47,40,6,31,30,NA,22,25,40,29,7,1,33,1,13,NA,1,50,18,29,15,5,6,45,NA,4.26,5.58
"2023-01-02 09:00:00",28.5,NA,36,74,48,43,84,44,105,26,23,43,39,43,32,46,48,40,43,54,49,78,78,59,45,50,25,38,40,NA,32,26,15,20,49,20,57,49,40,32,35,36,NA,30,24,10,37,5,1,29,1,14,NA,1,44,21,23,22,4,9,25,NA,3.53,6.28
"2023-01-02 10:00:00",27.6,NA,33,61,41,47,84,56,58,15,13,50,46,50,42,50,50,39,51,49,57,99,99,57,66,60,35,40,39,NA,26,32,14,18,45,14,56,48,46,26,26,31,NA,59,22,8,44,5,1,36,1,18,NA,1,36,24,22,16,3,11,13,NA,3.33,5.86
"2023-01-02 11:00:00",33.8,NA,36,36,27,50,52,59,51,28,19,59,45,39,24,48,48,26,43,53,63,118,63,60,63,59,34,39,12,NA,7,28,12,22,47,23,36,34,57,19,32,49,NA,42,28,7,29,7,2,19,1,12,NA,2,NA,13,16,14,1,12,15,NA,3.41,4.82
"2023-01-02 12:00:00",30.4,NA,61,53,40,54,39,59,83,24,33,58,45,54,34,53,49,25,34,59,68,120,57,56,59,62,35,41,7,NA,6,29,15,30,38,32,28,24,NA,18,40,40,NA,44,32,6,22,6,1,27,1,24,16,1,NA,12,12,11,1,16,15,NA,3.81,3.98
"2023-01-02 13:00:00",28.6,NA,69,57,47,58,38,60,87,23,38,54,47,48,32,54,49,22,38,63,70,114,49,54,68,72,34,44,10,NA,8,22,18,28,39,41,27,18,NA,19,51,49,NA,41,31,7,19,3,4,45,1,27,9,1,NA,13,12,9,1,18,17,NA,3.8,6.55
"2023-01-02 14:00:00",32.6,NA,81,84,70,62,70,62,86,41,47,54,52,58,36,59,52,30,41,68,73,127,58,55,74,75,45,49,9,NA,9,24,35,50,33,45,43,35,39,16,53,57,NA,47,38,11,24,3,6,59,1,37,7,1,25,12,14,7,1,20,18,NA,4.07,5.73
"2023-01-02 15:00:00",35.7,NA,82,91,89,63,93,68,81,73,85,67,62,56,34,62,52,45,52,76,76,137,70,61,84,83,51,60,16,NA,15,41,51,59,35,55,47,38,23,12,61,64,NA,52,52,12,26,4,12,26,1,46,11,1,30,16,16,11,1,22,17,NA,3.9,6.41
"2023-01-02 16:00:00",38.8,NA,85,89,88,62,73,79,76,76,87,80,67,67,35,67,38,52,51,79,74,133,106,87,80,81,52,59,38,NA,37,43,47,53,39,57,61,45,23,33,57,62,NA,57,46,28,33,5,12,21,1,52,29,1,37,20,26,12,1,22,23,NA,3.73,5.34
"2023-01-02 17:00:00",30.9,NA,82,82,80,64,80,81,74,73,39,89,78,74,31,58,29,61,54,81,75,120,138,85,72,76,55,54,59,NA,49,34,35,54,51,47,73,30,27,36,55,53,NA,55,31,34,49,4,5,20,1,29,23,1,45,27,44,25,11,21,49,NA,3.39,5.63
"2023-01-02 18:00:00",31,NA,60,62,60,63,82,94,71,56,20,92,76,64,34,50,50,70,53,80,77,117,124,92,72,74,49,53,58,NA,36,45,22,50,59,50,69,61,52,42,54,52,NA,52,52,47,47,5,3,18,1,50,19,1,35,28,44,23,12,15,42,NA,4.14,5.46
"2023-01-02 19:00:00",30.7,NA,46,46,33,54,46,92,66,47,15,86,66,75,38,45,48,71,69,80,67,126,108,83,62,77,47,49,45,NA,27,40,39,36,68,38,63,69,71,17,53,45,NA,52,33,61,39,4,3,13,1,28,19,1,35,22,49,17,9,8,21,NA,6.27,4.99
"2023-01-02 20:00:00",29.8,NA,37,39,24,54,36,78,47,36,16,72,61,64,31,48,51,66,65,54,63,104,103,75,57,71,43,50,49,NA,30,41,24,28,59,31,44,68,58,18,56,36,NA,45,39,47,37,4,2,17,1,34,17,1,36,17,47,18,6,9,10,NA,4.83,4.97
"2023-01-02 21:00:00",26.2,NA,48,45,37,56,35,74,43,39,8,75,59,63,23,48,44,52,55,48,66,87,79,72,48,68,37,47,46,NA,28,39,21,25,49,33,37,59,51,12,46,36,NA,41,30,41,32,4,2,26,1,25,22,1,30,15,38,21,3,9,4,NA,3.05,4.69
"2023-01-02 22:00:00",26.9,NA,49,58,27,54,45,70,50,30,9,75,54,49,15,47,45,46,48,40,55,54,59,64,34,52,31,43,48,NA,32,35,19,22,44,27,35,45,44,6,34,34,NA,39,16,32,26,3,2,28,1,12,21,1,20,12,34,10,2,8,3,NA,2.02,4.13
"2023-01-02 23:00:00",28.2,NA,38,42,16,50,37,62,49,21,11,66,49,25,11,45,40,41,41,38,47,32,29,55,34,47,33,38,45,NA,25,34,12,12,39,12,31,41,31,7,36,32,NA,33,13,20,20,3,2,26,1,12,15,1,19,8,22,6,3,6,3,NA,1.72,3.42
"2023-01-03 00:00:00",25.6,NA,31,28,15,41,34,55,48,21,7,60,45,22,8,44,38,44,36,38,45,21,27,43,27,37,28,34,37,NA,26,37,9,7,32,9,25,16,24,6,31,26,NA,29,18,9,13,2,2,22,1,7,13,1,17,7,12,8,2,5,3,NA,1.48,3.47
"2023-01-03 01:00:00",26.2,NA,19,25,9,39,36,53,46,22,7,53,41,17,7,39,36,40,29,29,35,16,21,40,23,28,24,31,35,NA,25,34,7,4,27,6,29,15,15,6,22,21,NA,23,19,3,12,3,2,23,1,4,13,1,14,9,10,8,1,2,4,NA,1.26,3.47
"2023-01-03 02:00:00",24.7,NA,19,18,9,40,37,43,43,12,7,42,37,18,7,31,34,38,23,25,32,22,19,31,19,24,19,30,26,NA,23,28,7,4,22,9,28,9,15,4,18,20,NA,16,15,3,11,2,2,18,1,6,13,1,18,8,9,5,1,2,4,NA,1.2,3.37
"2023-01-03 03:00:00",25,NA,18,19,9,36,40,40,62,10,4,41,36,15,8,28,32,28,30,26,29,21,22,21,19,22,20,28,16,NA,21,22,6,5,16,10,19,12,16,5,20,16,NA,18,9,3,8,2,2,16,1,7,12,1,26,7,12,4,1,2,5,NA,0.94,3.75
"2023-01-03 04:00:00",25.6,NA,18,38,8,32,35,39,39,10,3,38,36,23,9,32,28,26,34,27,30,32,31,27,27,22,23,29,20,NA,17,25,8,8,15,14,22,15,15,8,23,17,NA,22,10,8,11,2,2,19,1,4,12,1,26,7,12,5,1,2,4,NA,0.92,4.32
"2023-01-03 05:00:00",26.4,NA,28,45,11,30,34,38,33,18,3,39,35,26,15,33,27,23,32,30,33,59,47,34,27,23,22,30,27,NA,22,27,9,15,20,18,16,23,21,5,23,16,NA,17,17,31,17,3,2,22,1,8,10,1,21,7,15,7,1,2,4,NA,0.63,4.27
"2023-01-03 06:00:00",30.9,NA,48,48,36,28,40,40,35,37,3,37,39,46,17,39,30,27,34,37,38,59,55,42,30,30,23,34,29,NA,23,28,10,20,34,19,33,32,32,6,25,21,NA,17,15,44,23,5,2,26,1,9,9,1,19,8,20,14,1,2,4,NA,0.82,3.98
"2023-01-03 07:00:00",32.5,NA,57,51,41,28,47,39,43,25,7,36,42,49,13,39,34,28,37,44,46,64,41,38,30,31,23,33,37,NA,24,25,11,18,25,21,42,44,34,10,26,24,NA,30,12,54,24,5,2,29,1,28,11,1,25,9,26,14,1,2,4,NA,NA,4.29
"2023-01-03 08:00:00",37.1,NA,43,38,28,28,39,39,51,17,4,32,45,50,14,42,39,32,36,40,40,57,41,37,42,39,29,34,36,NA,23,17,15,15,26,28,27,43,31,33,32,32,NA,31,16,31,26,4,2,36,1,20,13,1,22,8,25,18,1,2,7,NA,NA,4.18
"2023-01-03 09:00:00",40.4,NA,58,48,27,32,36,40,66,21,3,34,41,46,25,42,41,25,34,43,49,64,61,37,46,46,33,35,30,NA,20,29,15,13,21,23,16,36,31,20,34,29,NA,42,18,42,26,3,2,33,1,21,14,1,22,14,21,12,1,2,7,NA,NA,4.26
"2023-01-03 10:00:00",40.8,NA,67,35,16,35,28,44,61,15,4,44,NA,41,27,45,42,20,31,50,66,74,38,44,48,48,37,40,21,NA,NA,26,7,11,14,13,16,30,NA,16,39,NA,NA,40,25,29,24,2,2,42,1,11,15,1,18,7,16,5,1,1,8,NA,NA,4.55
"2023-01-03 11:00:00",39.8,NA,64,29,14,40,19,45,60,11,6,45,NA,37,23,36,29,15,22,46,64,74,22,32,46,52,29,30,20,NA,NA,12,12,15,10,19,13,37,NA,13,32,NA,NA,35,15,20,21,1,2,38,1,9,12,1,14,5,8,6,1,1,7,NA,NA,3.99
"2023-01-03 12:00:00",39.8,35,NA,19,12,47,17,38,60,13,9,25,26,22,15,18,9,9,16,53,27,44,20,13,49,37,21,24,14,NA,11,13,19,17,7,24,11,31,NA,9,18,10,NA,28,16,16,19,1,4,24,1,11,14,1,13,5,6,6,1,1,8,NA,2.24,3.99
"2023-01-03 13:00:00",35.8,32,NA,25,15,NA,21,48,60,18,13,35,28,18,14,21,6,10,14,41,15,42,20,9,20,11,13,9,NA,NA,9,12,16,19,6,25,11,11,11,4,17,9,NA,19,19,15,20,1,10,16,1,10,8,1,10,5,5,7,1,1,6,NA,2.69,3.74
"2023-01-03 14:00:00",32.9,39,NA,25,19,NA,23,50,41,14,9,60,26,24,18,13,5,12,16,22,17,33,20,11,15,12,17,15,NA,NA,12,12,10,20,21,21,19,13,16,7,13,11,NA,14,9,22,17,4,15,21,1,12,5,1,10,6,6,4,1,1,3,NA,2.98,3.79
"2023-01-03 15:00:00",31.4,50,30,31,19,48,29,50,56,18,13,54,31,32,19,21,13,12,17,33,27,50,20,16,24,22,24,24,8,NA,5,12,13,21,19,25,33,16,16,4,16,17,NA,19,5,38,34,5,21,22,1,14,3,1,17,8,7,8,1,1,4,NA,2.17,3.83
"2023-01-03 16:00:00",36.9,59,47,44,44,49,45,60,61,24,11,41,41,41,18,32,13,14,33,43,61,65,29,29,42,37,34,29,12,NA,5,10,14,29,17,29,60,45,14,3,34,22,NA,30,8,31,35,4,21,29,1,20,10,1,26,13,17,13,1,1,5,NA,1.02,4.88
"2023-01-03 17:00:00",32.5,60,51,59,33,49,50,68,57,42,9,50,43,39,18,27,11,22,43,59,65,58,32,49,47,43,42,33,53,NA,29,21,18,21,25,24,44,58,44,5,41,45,NA,37,11,48,38,2,23,47,1,19,9,1,49,19,31,15,1,1,7,NA,1.36,6.33
"2023-01-03 18:00:00",29.8,39,37,36,22,33,37,55,39,23,10,49,57,36,16,28,16,19,40,57,52,55,30,36,46,36,40,40,48,NA,26,26,10,18,36,29,43,53,54,4,42,37,NA,37,18,41,56,2,25,61,1,20,10,1,56,20,24,12,1,2,7,NA,2.79,6.16
"2023-01-03 19:00:00",27.8,31,28,28,9,26,22,44,22,14,6,40,52,25,18,20,12,22,45,52,47,52,36,47,49,45,37,45,28,NA,21,30,12,16,62,26,50,40,52,7,46,27,NA,38,14,35,51,3,18,51,1,28,21,1,62,13,34,9,1,2,3,NA,2.1,7.39
"2023-01-03 20:00:00",24.4,26,27,25,6,24,19,46,19,11,4,36,47,45,11,20,11,36,44,53,42,48,34,40,50,45,35,39,29,NA,18,29,14,16,48,41,65,63,42,2,39,22,NA,32,12,32,44,3,15,44,1,31,20,1,48,9,33,10,1,3,4,NA,1.12,5
"2023-01-03 21:00:00",24,21,27,22,8,20,22,45,23,13,3,32,48,30,11,24,12,27,41,49,43,26,30,40,38,43,34,40,22,NA,16,29,15,14,44,22,57,63,33,2,37,16,NA,21,8,35,38,2,12,36,1,28,14,1,34,8,18,8,1,2,4,NA,0.99,4.46
"2023-01-03 22:00:00",18.9,23,28,31,17,20,25,44,26,10,4,32,50,17,8,24,21,31,30,43,37,16,27,41,32,38,30,34,14,NA,12,20,10,12,28,29,40,48,21,2,36,15,NA,16,5,43,33,2,9,28,1,13,13,1,27,8,17,5,1,2,4,NA,0.96,4.54
"2023-01-03 23:00:00",19.4,21,19,23,10,18,20,37,27,9,5,31,45,11,6,35,22,22,32,38,35,13,14,34,29,32,27,28,9,NA,13,15,8,11,36,11,43,38,22,3,22,13,NA,12,4,38,24,2,6,21,1,7,11,1,23,9,11,3,1,2,3,NA,0.85,4.17
"2023-01-04 00:00:00",19.5,16,31,19,7,19,15,29,22,8,5,21,38,13,5,34,21,22,23,32,29,7,14,32,25,31,26,24,10,NA,11,10,7,8,34,9,33,25,22,3,17,10,NA,10,4,21,19,2,4,17,1,4,9,1,23,8,10,3,1,4,3,NA,0.69,4.04
"2023-01-04 01:00:00",23.5,21,36,17,8,21,10,25,22,7,4,19,32,11,5,33,24,22,26,27,22,8,10,24,21,21,22,22,11,NA,11,11,7,7,27,8,24,24,17,4,10,7,NA,11,4,15,16,2,3,14,1,3,10,1,19,6,6,3,1,3,3,NA,0.85,3.68
"2023-01-04 02:00:00",23.5,23,38,16,13,24,11,25,20,9,4,19,31,17,4,30,21,23,22,23,21,12,7,19,20,18,19,22,9,NA,13,17,6,6,24,7,19,21,14,4,9,8,NA,14,5,11,13,2,2,12,1,2,10,1,20,5,6,6,1,3,3,NA,0.83,3.25
"2023-01-04 03:00:00",23.6,21,38,12,7,22,13,24,21,11,4,19,23,12,4,28,16,21,20,19,20,13,8,15,19,17,18,22,9,NA,12,13,5,7,18,6,22,23,14,3,9,8,NA,14,8,11,13,2,1,12,1,3,10,1,21,5,6,3,1,4,4,NA,2,3.03
"2023-01-04 04:00:00",25.4,36,39,10,12,23,23,26,25,10,4,21,26,30,5,29,12,22,20,22,23,39,10,17,24,18,16,30,10,NA,12,18,6,6,21,13,26,32,18,12,9,11,NA,18,7,22,13,2,1,15,1,2,9,1,21,6,6,3,1,2,4,NA,1.08,3.05
"2023-01-04 05:00:00",29.1,41,40,15,22,24,31,28,37,10,4,21,18,42,7,32,14,21,23,33,33,48,15,22,28,19,19,29,15,NA,11,26,7,17,25,25,35,24,25,10,13,17,NA,18,6,33,14,9,1,19,1,3,9,1,21,7,11,8,1,2,3,NA,0.87,3.75
"2023-01-04 06:00:00",29.6,50,48,22,39,27,36,31,29,12,3,24,23,51,11,35,11,20,27,36,43,48,22,26,32,25,22,37,18,NA,17,31,13,21,38,19,50,27,37,7,14,25,NA,17,10,26,19,10,1,25,1,7,10,1,22,7,19,15,1,2,3,NA,0.51,5.19
"2023-01-04 07:00:00",28.2,53,55,28,44,29,39,34,36,13,3,28,25,51,16,35,19,23,28,61,58,54,23,35,33,28,22,37,23,NA,23,26,13,32,46,21,59,59,42,5,17,22,NA,17,10,39,21,10,1,30,1,13,10,1,22,7,19,18,1,2,5,NA,0.94,5.43
"2023-01-04 08:00:00",31.2,43,53,25,46,31,48,33,39,9,4,30,20,29,12,33,30,22,28,54,63,62,19,37,33,37,22,39,24,NA,18,26,14,28,69,24,52,37,44,4,20,28,NA,19,8,30,24,6,1,31,1,10,9,1,22,11,21,15,1,2,5,NA,0.64,5.73
"2023-01-04 09:00:00",29.6,43,30,22,30,32,35,30,31,10,NA,27,18,18,12,29,16,15,24,39,46,56,19,34,40,44,20,22,19,NA,12,17,9,9,93,22,46,31,33,5,19,25,NA,18,9,21,30,3,1,30,1,18,9,1,21,15,19,10,1,1,4,NA,1.06,5.12
"2023-01-04 10:00:00",36.6,61,31,NA,14,31,24,28,40,10,NA,30,22,17,9,25,18,8,18,58,46,49,21,22,66,44,14,20,14,NA,10,14,14,8,49,16,31,NA,31,9,17,25,NA,26,11,20,NA,3,2,36,NA,17,8,1,24,10,11,4,1,1,3,NA,0.77,5.35
"2023-01-04 11:00:00",NA,59,35,NA,9,27,25,27,35,7,4,27,26,24,15,23,17,8,18,41,26,49,20,23,41,31,15,23,13,NA,9,13,13,12,30,14,29,NA,25,10,16,20,NA,25,15,16,NA,2,3,39,NA,9,6,1,29,9,8,3,1,1,3,NA,1.01,4.22
"2023-01-04 12:00:00",NA,69,61,61,33,29,27,24,NA,8,7,22,30,21,15,27,17,8,14,48,18,49,26,21,33,23,15,26,14,NA,13,16,19,20,19,22,27,60,14,7,18,11,NA,46,15,16,24,1,6,22,NA,9,5,1,28,8,7,4,1,1,4,NA,1.49,4.59
"2023-01-04 13:00:00",28,72,72,59,33,29,31,23,NA,NA,30,19,28,18,9,33,17,9,16,43,16,43,25,24,23,17,17,26,15,NA,13,12,23,19,11,35,19,51,13,8,22,9,NA,46,22,15,23,1,2,16,NA,7,3,1,26,10,8,4,1,1,4,NA,2.82,4.34
"2023-01-04 14:00:00",26.9,60,57,47,36,35,34,36,47,NA,32,44,21,15,10,30,16,7,17,25,20,46,31,15,15,16,21,29,9,NA,9,12,24,18,10,35,17,56,6,10,31,12,NA,41,26,16,28,1,4,18,NA,10,2,1,28,10,7,3,1,1,3,NA,2.14,3.39
"2023-01-04 15:00:00",29.5,45,45,27,27,40,26,41,53,44,30,57,23,23,15,23,9,10,21,37,60,55,42,14,30,28,32,40,10,NA,7,12,12,14,9,21,17,NA,7,9,35,16,NA,42,14,27,31,7,5,25,8,17,3,1,36,12,10,3,1,1,5,NA,2.24,3.46
