"Date","ZAL","ES1438A","ES1480A","ES1396A","ES1992A","ES0691A","ES0692A","ES1148A","ES1679A","ES1856A","ES2090A","ES1453A","ES1929A","ES1903A","ES1910A","ES2011A","ES2012A","ES1684A","ES1231A","ES1891A","ES0584A","ES1262A","ES1018A","ES1551A","ES1814A","ES1817A","ES1126A","ES0971A","ES1339A","ES1815A","ES1773A","ES1899A","ES1122A","ES1123A","ES2109A","ES1124A","ES1208A","ES1666A","ES1312A","ES1812A","ES1125A","ES1135A","ES1642A","ES1397A","ES1923A","ES1816A","ES1999A","ES1347A","ES1778A","ES1275A","ES1311A","ES1851A","ES1348A","ES1982A","ES1225A","ES2034A","ES1215A","ES2017A","ES1930A","ES1948A","ES1855A","ES1854A","ES0010R","ES0014R"
"2023-04-14 09:00:00",44.4,35,20,13,12,23,18,25,19,10,NA,18,23,29,15,35,24,7,14,41,22,NA,20,15,29,23,22,23,7,4,6,2,9,6,11,NA,12,25,7,8,15,NA,5,10,3,8,13,2,2,11,3,9,NA,1,NA,2,10,10,7,1,9,3,1.69,1.5
"2023-04-14 10:00:00",24.1,43,45,19,21,21,23,24,40,11,NA,13,24,13,10,17,9,8,13,29,14,21,16,10,11,11,12,15,8,1,7,5,6,4,6,11,10,20,NA,1,8,NA,1,6,2,12,13,2,5,12,3,7,NA,1,NA,2,8,5,24,2,7,3,1.95,1.31
"2023-04-14 11:00:00",14.7,40,48,17,17,22,15,22,56,17,NA,NA,10,9,7,3,1,3,7,17,13,17,15,8,8,9,9,NA,2,1,3,6,6,4,6,10,6,12,NA,2,9,NA,1,4,2,16,11,3,4,14,2,6,NA,1,NA,1,6,3,10,1,6,3,3.29,1.34
"2023-04-14 12:00:00",15.3,25,24,6,11,31,10,28,53,11,NA,23,8,8,6,5,2,3,5,12,10,20,16,5,7,9,9,NA,3,6,3,1,13,7,7,14,8,13,NA,2,8,NA,3,4,2,11,11,2,2,12,2,7,NA,1,NA,1,9,5,5,1,6,4,1.94,1.16
"2023-04-14 13:00:00",11.3,24,25,5,10,18,10,19,25,10,NA,26,7,6,6,3,3,4,7,10,14,18,15,5,9,8,10,6,3,6,2,1,22,6,7,8,8,29,3,2,6,NA,1,4,1,7,12,2,1,14,2,8,NA,1,NA,1,11,5,9,1,6,4,1.36,1.23
"2023-04-14 14:00:00",11.2,23,19,6,12,19,10,14,17,11,NA,16,7,7,7,3,3,12,8,10,26,14,13,11,11,10,9,7,3,5,3,1,19,7,8,8,10,22,3,2,6,NA,1,6,1,19,14,3,1,9,4,15,NA,1,NA,1,14,4,7,1,7,4,1.16,1.72
"2023-04-14 15:00:00",11,34,23,6,11,36,12,24,40,13,NA,19,7,9,5,4,4,6,10,25,35,27,19,14,12,9,9,8,3,2,3,1,9,10,8,10,9,14,3,1,7,NA,1,7,1,20,20,4,1,15,8,19,NA,1,NA,1,11,10,8,2,10,4,1.13,0.92
"2023-04-14 16:00:00",13.1,33,22,6,11,45,11,37,65,13,NA,33,7,8,5,3,1,3,7,31,28,17,15,7,18,17,11,4,4,1,3,1,34,8,8,9,12,15,3,1,9,NA,1,5,1,12,15,5,1,16,3,20,NA,1,NA,2,13,8,NA,3,10,4,2.81,0.94
"2023-04-14 17:00:00",12.5,24,23,8,13,25,12,24,22,11,NA,20,9,9,5,3,1,3,6,18,10,16,18,5,7,10,7,3,5,4,3,1,11,15,14,13,11,17,6,1,9,NA,2,10,2,21,23,6,2,17,2,15,NA,1,NA,3,14,3,NA,1,10,4,9.36,1.23
"2023-04-14 18:00:00",13.2,42,37,17,20,52,21,31,71,14,NA,30,13,9,6,7,1,5,9,12,11,16,16,7,8,12,11,5,5,2,3,1,12,20,13,20,11,27,6,2,9,NA,2,12,2,15,25,5,2,14,4,8,NA,1,NA,4,12,5,8,1,6,5,9.68,1.51
"2023-04-14 19:00:00",14.1,35,42,16,22,38,20,38,27,9,NA,17,13,6,4,5,2,5,10,13,14,15,12,7,8,18,6,4,8,1,4,1,8,7,17,10,12,31,13,2,7,NA,3,24,3,13,29,4,2,10,8,8,NA,1,NA,4,13,7,11,1,6,5,3.56,2.02
"2023-04-14 20:00:00",16.1,29,17,15,7,36,20,14,37,6,NA,8,13,5,3,5,2,4,7,10,15,11,9,7,9,8,9,4,7,1,5,1,5,2,5,6,7,7,8,2,7,NA,15,28,4,8,20,4,5,11,3,7,NA,1,NA,2,7,8,6,1,3,4,3.68,2.3
"2023-04-14 21:00:00",15.8,43,12,6,5,51,10,18,57,6,NA,14,13,5,3,4,1,3,7,10,11,8,13,5,17,11,6,5,4,1,2,1,4,3,4,5,3,5,6,1,6,NA,23,19,4,9,20,4,4,15,6,5,NA,1,NA,1,2,11,3,1,3,3,3.12,1.54
"2023-04-14 22:00:00",14.5,31,20,20,13,10,18,6,12,11,NA,11,17,6,4,2,1,3,13,12,13,8,17,8,17,19,3,7,2,1,2,1,2,4,6,3,2,8,4,1,4,NA,19,13,4,12,22,3,3,18,8,5,NA,1,NA,2,1,4,2,1,2,3,3.04,1.1
"2023-04-14 23:00:00",15,28,16,13,10,9,15,9,12,15,NA,12,20,22,19,2,1,7,17,10,24,8,16,10,29,15,3,3,2,1,1,1,2,3,6,5,2,8,5,1,3,NA,16,11,4,8,16,3,3,28,4,2,NA,1,NA,1,1,1,2,1,2,3,2.54,0.83
"2023-04-15 00:00:00",22.4,31,26,11,10,14,16,11,13,19,NA,19,14,15,13,7,6,6,15,8,19,8,21,12,42,17,3,10,2,1,1,1,3,1,4,7,2,1,3,1,2,NA,15,12,3,6,14,4,3,24,2,2,NA,1,NA,2,1,1,2,1,2,3,1.12,0.73
"2023-04-15 01:00:00",25.3,33,22,15,10,13,17,42,14,17,NA,25,19,13,11,10,8,6,10,17,18,11,19,14,37,21,4,17,2,1,2,1,1,2,2,11,3,2,4,1,2,NA,11,12,2,8,12,3,2,22,3,4,NA,1,NA,1,1,1,2,1,2,3,2.19,0.58
"2023-04-15 02:00:00",22.1,29,21,19,12,26,14,39,12,14,NA,24,14,10,8,2,3,9,9,28,28,9,20,18,41,23,7,20,2,1,1,1,1,1,1,17,2,2,2,1,1,NA,13,11,2,11,16,3,1,21,4,3,NA,1,NA,1,1,1,2,1,2,3,2.24,0.64
"2023-04-15 03:00:00",21.5,24,19,11,7,25,11,36,19,13,NA,26,14,10,5,13,1,24,10,28,26,11,13,25,44,30,7,7,1,1,2,1,1,1,3,13,3,2,5,2,3,NA,21,16,2,13,13,3,1,20,3,3,NA,1,NA,1,1,1,2,1,2,3,1.18,0.68
"2023-04-15 04:00:00",22.3,11,7,2,3,24,6,47,32,7,NA,32,16,11,6,17,1,15,26,27,38,13,21,35,49,43,38,27,5,1,2,1,2,1,6,6,3,4,4,2,5,NA,17,20,4,22,13,3,1,30,3,5,NA,1,NA,1,1,1,2,1,3,3,1.38,0.65
"2023-04-15 05:00:00",20.3,19,12,10,8,33,18,37,15,7,NA,41,27,23,8,26,1,12,47,46,43,21,26,37,53,32,40,39,13,1,2,1,2,1,5,6,4,5,5,1,19,NA,25,21,4,21,19,4,1,31,3,5,NA,1,NA,2,2,2,2,1,3,4,1.43,0.76
"2023-04-15 06:00:00",21.1,21,10,4,4,25,14,42,12,6,NA,41,32,30,16,17,2,9,34,49,46,32,18,30,51,31,31,20,27,2,2,1,2,1,3,5,4,6,5,1,19,NA,26,16,8,14,14,3,1,25,4,6,NA,1,NA,1,2,2,2,1,3,3,2.1,0.92
"2023-04-15 07:00:00",23.5,20,14,5,4,27,10,35,9,6,NA,38,14,15,8,4,2,3,7,28,37,16,12,25,29,24,10,10,8,1,2,1,2,1,3,8,4,5,4,1,12,NA,18,18,8,7,15,2,1,18,3,7,NA,1,NA,1,2,1,2,1,3,3,2.53,1.05
"2023-04-15 08:00:00",15.8,25,17,3,4,12,7,18,7,5,NA,18,12,9,5,3,1,2,6,16,27,13,13,9,14,13,8,7,5,1,2,1,2,1,2,12,4,4,4,1,6,NA,14,10,6,5,12,2,1,9,2,7,NA,1,NA,1,3,1,2,1,3,3,1.3,0.9
"2023-04-15 09:00:00",10.5,20,12,4,5,11,8,10,5,5,NA,8,12,7,4,2,1,2,5,9,11,11,16,6,6,8,11,6,6,1,2,1,2,1,2,9,4,5,4,1,6,NA,6,5,5,4,8,2,2,4,2,7,NA,1,NA,1,2,2,2,1,3,NA,1.5,0.74
"2023-04-15 10:00:00",10.2,36,35,14,12,12,12,10,16,14,NA,9,11,7,4,8,1,2,5,9,7,12,16,5,6,8,10,5,4,1,2,1,2,1,2,3,5,6,5,1,7,NA,4,4,4,6,7,2,2,5,2,7,NA,1,NA,1,3,1,2,1,2,3,1.19,0.72
"2023-04-15 11:00:00",9.1,50,41,10,12,9,11,10,14,24,NA,15,5,10,5,8,21,3,7,11,19,18,16,12,7,10,10,5,3,1,2,1,4,1,2,4,4,7,4,1,7,NA,2,4,2,8,8,2,2,5,2,5,NA,1,NA,1,2,1,2,1,2,4,1.36,0.66
"2023-04-15 12:00:00",12.4,22,14,14,12,6,15,5,9,8,NA,7,5,11,5,8,18,12,11,7,13,21,22,15,7,10,8,15,3,1,2,1,3,1,2,6,4,6,5,1,4,NA,1,4,1,3,10,2,2,4,2,4,NA,1,NA,1,1,1,2,1,2,3,1.11,0.69
"2023-04-15 13:00:00",13.9,14,8,8,5,15,13,9,8,8,NA,8,13,8,7,13,23,8,8,4,13,14,19,9,4,4,14,15,3,1,2,1,2,1,2,6,4,6,5,1,4,NA,1,4,2,6,10,2,2,4,2,3,NA,1,NA,1,1,1,2,1,2,5,0.92,0.66
"2023-04-15 14:00:00",12.3,15,10,5,6,8,9,6,8,8,NA,8,7,8,8,6,15,6,5,3,10,11,13,8,5,3,10,11,5,1,2,1,4,1,2,3,4,6,5,1,7,NA,2,4,2,2,7,2,2,5,2,5,NA,1,NA,1,1,1,2,1,2,3,0.85,0.63
"2023-04-15 15:00:00",9,16,7,4,5,3,6,2,5,6,NA,6,11,14,12,7,6,5,4,3,7,11,14,8,4,3,8,12,5,1,4,1,2,1,2,3,5,7,5,1,10,NA,1,5,2,2,8,2,1,4,1,6,NA,1,NA,1,1,1,2,1,3,4,0.83,0.59
"2023-04-15 16:00:00",8.9,17,7,3,5,5,7,4,7,6,NA,5,5,13,9,5,7,4,4,5,6,12,17,9,4,3,7,12,7,5,5,3,3,1,2,3,4,9,6,1,13,NA,2,5,2,2,10,2,1,5,1,6,NA,1,NA,1,2,1,1,1,2,3,0.74,0.64
"2023-04-15 17:00:00",15.5,32,16,12,9,5,15,5,8,5,NA,9,14,14,11,9,12,6,5,9,9,17,23,11,2,7,11,18,6,6,4,3,2,1,2,8,5,7,8,1,14,NA,2,8,1,4,16,2,1,6,1,3,NA,1,NA,1,2,1,2,1,2,3,NA,0.59
"2023-04-15 18:00:00",15.1,35,41,15,15,12,16,14,42,18,NA,17,8,14,11,11,9,9,7,19,24,26,42,11,18,21,14,16,9,6,5,2,3,4,3,10,5,9,13,1,14,NA,3,10,2,11,12,2,1,9,2,2,NA,1,NA,1,3,2,1,1,2,3,NA,0.61
"2023-04-15 19:00:00",11.6,31,28,13,17,32,18,36,29,24,NA,32,13,12,10,10,5,16,18,23,37,28,42,20,58,38,24,28,14,6,9,1,7,8,9,9,10,8,17,1,11,NA,5,6,4,13,21,1,2,12,1,1,NA,1,NA,1,2,1,2,1,2,3,1.07,0.64
"2023-04-15 20:00:00",12.2,29,26,14,12,23,20,39,19,22,NA,33,24,14,9,22,8,23,20,16,35,19,34,29,44,32,30,23,13,7,10,3,6,9,10,10,5,11,15,1,15,NA,3,4,3,10,18,1,2,22,2,1,NA,1,NA,1,1,1,1,1,1,3,1.04,0.68
"2023-04-15 21:00:00",12.6,27,28,15,14,21,18,45,21,18,NA,39,31,13,8,37,22,17,20,23,38,21,32,36,37,31,33,38,12,7,8,7,3,8,4,7,4,12,10,1,16,NA,1,7,2,9,17,1,1,18,1,2,NA,1,NA,1,1,1,1,1,2,3,1.2,0.69
"2023-04-15 22:00:00",13.1,25,25,18,15,22,20,49,25,16,NA,35,30,11,9,17,15,24,24,25,27,18,22,42,35,33,34,31,13,10,5,5,2,6,2,7,4,9,12,1,14,NA,1,6,1,9,23,1,1,19,2,3,NA,1,NA,1,1,1,2,1,2,3,1.31,0.77
"2023-04-15 23:00:00",12.3,18,24,10,11,39,17,51,28,10,NA,38,29,8,6,43,13,28,27,28,32,12,25,42,42,40,31,40,13,12,6,7,3,2,2,7,3,5,9,1,11,NA,1,8,2,8,21,1,1,19,2,1,NA,1,NA,1,1,1,2,1,2,3,1.2,0.97
"2023-04-16 00:00:00",10.8,16,22,7,7,24,20,31,43,9,NA,23,29,10,6,17,15,18,20,37,30,10,17,38,30,35,24,38,11,3,6,4,3,3,2,5,3,4,10,1,13,NA,1,6,1,8,14,1,1,18,1,1,NA,1,NA,1,1,1,2,1,1,3,1.24,0.97
"2023-04-16 01:00:00",9,20,17,14,6,23,17,27,23,6,NA,28,24,9,4,28,20,21,19,41,26,12,11,27,34,23,25,26,8,2,6,4,4,3,2,4,2,6,11,1,8,NA,2,8,1,6,22,2,1,18,2,1,NA,1,NA,1,1,1,2,1,1,3,1.27,0.89
"2023-04-16 02:00:00",7.6,16,14,5,8,17,11,25,18,5,NA,22,22,8,5,27,14,14,16,50,24,12,10,23,32,15,22,23,3,4,8,1,4,1,2,4,2,4,10,1,8,NA,5,8,2,6,13,1,1,15,1,4,NA,1,NA,1,1,3,2,1,2,3,1.14,0.75
"2023-04-16 03:00:00",7.8,12,24,2,8,19,6,17,16,4,NA,14,21,13,5,27,11,10,12,42,25,10,8,24,40,19,20,23,3,2,10,1,4,1,3,7,3,4,11,1,7,NA,10,10,2,8,10,2,1,16,1,3,NA,1,NA,1,1,2,2,1,2,3,1.25,0.73
"2023-04-16 04:00:00",7.4,10,14,4,5,12,11,19,12,4,NA,11,16,5,4,26,10,8,12,46,24,20,8,28,34,34,12,26,4,6,7,1,4,7,3,6,3,7,16,1,8,NA,12,13,2,10,9,2,1,21,1,8,NA,1,NA,1,1,2,2,1,2,3,1.07,0.84
"2023-04-16 05:00:00",7.1,31,13,4,7,14,10,14,22,5,NA,11,11,21,9,27,7,7,14,39,40,30,17,33,44,33,13,35,4,8,15,1,5,10,2,7,5,10,12,1,10,NA,13,15,3,22,14,2,1,30,1,15,NA,1,NA,1,1,2,1,1,1,3,1.05,0.91
"2023-04-16 06:00:00",7.3,31,20,6,10,18,13,16,19,7,NA,14,11,20,9,31,14,7,12,33,40,27,22,27,37,28,16,21,7,10,10,2,4,18,3,8,10,25,17,1,10,NA,20,16,5,30,21,3,1,28,1,12,NA,1,NA,1,1,1,2,1,2,3,1.02,0.91
"2023-04-16 07:00:00",7.4,13,16,5,5,15,11,18,16,5,NA,14,11,11,7,40,4,4,6,33,25,15,11,19,25,24,7,10,6,5,3,4,4,17,3,5,7,19,13,1,10,NA,12,11,7,9,17,2,1,24,1,7,NA,1,NA,1,2,2,2,1,2,3,1.03,0.85
"2023-04-16 08:00:00",10.5,10,10,4,3,13,8,13,24,5,NA,9,11,14,9,14,5,3,5,25,8,13,15,7,15,13,6,8,5,2,4,18,5,15,3,9,5,15,7,4,8,NA,5,12,5,6,11,1,2,7,2,7,NA,1,NA,1,2,2,2,1,3,3,1.3,0.76
"2023-04-16 09:00:00",13.7,57,31,15,3,23,10,21,28,9,NA,9,12,10,6,16,3,2,5,14,7,12,12,5,7,8,5,6,5,1,4,1,6,3,3,5,4,6,6,1,6,NA,4,3,4,4,5,1,2,5,2,4,NA,1,NA,1,2,2,1,1,2,3,1.7,0.81
"2023-04-16 10:00:00",20.3,29,17,36,32,10,31,9,13,14,NA,8,16,8,6,4,4,3,4,9,15,10,11,6,5,8,6,4,7,1,6,1,3,1,2,3,5,5,5,1,5,NA,1,3,3,3,6,1,2,4,1,6,NA,1,NA,1,2,2,2,1,2,3,1.43,0.76
"2023-04-16 11:00:00",18.5,45,35,15,17,7,17,7,11,19,NA,13,19,11,7,7,16,4,15,9,13,20,14,31,7,10,5,17,16,1,12,1,2,2,3,3,4,5,4,1,6,NA,1,2,2,3,6,1,3,4,2,6,NA,1,NA,1,2,3,1,1,3,3,2.27,0.73
"2023-04-16 12:00:00",16.2,38,31,18,13,10,12,12,27,26,NA,12,14,14,9,10,21,8,14,9,18,21,15,18,8,11,10,17,8,3,2,1,2,2,3,3,3,5,4,1,4,NA,1,3,3,7,4,1,3,6,2,4,NA,1,NA,1,1,2,1,1,3,3,1.46,0.7
"2023-04-16 13:00:00",10.9,24,21,10,9,12,10,9,53,15,NA,10,16,8,5,8,21,9,10,10,16,23,17,23,8,11,16,16,9,2,3,1,2,3,3,4,3,4,2,1,3,NA,1,2,3,5,4,1,3,4,2,3,NA,1,NA,1,2,2,1,1,3,3,1.44,0.69
"2023-04-16 14:00:00",9.9,22,18,5,7,20,12,13,62,8,NA,15,11,6,6,4,22,7,8,9,20,20,19,12,6,11,14,16,7,2,6,1,5,6,3,5,3,10,2,1,4,NA,1,3,4,5,5,1,3,4,2,3,NA,1,NA,1,3,2,1,1,3,3,1.49,0.77
"2023-04-16 15:00:00",9,19,15,6,7,40,9,34,34,7,NA,14,9,8,6,4,13,5,5,10,18,13,23,5,9,13,13,20,7,2,3,1,8,8,4,8,4,6,2,1,4,NA,3,3,5,5,5,1,4,5,2,6,NA,1,NA,1,8,2,2,1,3,3,1.55,0.82
"2023-04-16 16:00:00",10.1,25,16,6,8,54,9,40,68,8,NA,11,8,7,5,3,13,6,5,15,13,13,27,8,6,11,13,24,7,2,4,1,7,5,4,6,5,10,1,7,9,NA,5,3,5,4,7,1,3,5,2,7,NA,1,NA,1,13,2,3,1,5,3,1.67,0.88
"2023-04-16 17:00:00",9.4,31,19,6,9,28,11,20,40,12,NA,24,17,7,5,5,7,6,6,19,17,15,31,14,20,22,16,22,4,2,3,1,8,6,6,9,6,22,1,9,12,NA,4,4,5,8,10,2,3,8,2,3,NA,1,NA,2,14,1,4,1,9,4,1.85,0.96
"2023-04-16 18:00:00",10.7,48,29,9,7,9,9,9,18,8,NA,12,12,10,9,7,4,8,7,17,14,39,47,55,15,21,8,12,3,4,2,1,7,8,6,12,11,18,2,11,14,NA,7,11,8,9,15,2,3,16,2,2,NA,1,NA,4,7,3,4,2,15,5,2.08,1.19
"2023-04-16 19:00:00",9.8,41,28,13,15,19,16,16,32,13,NA,22,13,17,12,21,6,18,13,18,16,33,60,39,20,21,16,35,6,9,7,1,8,16,8,13,17,9,4,5,13,NA,12,15,7,19,17,2,3,29,2,2,NA,1,NA,3,6,4,9,3,14,4,2.06,1.37
"2023-04-16 20:00:00",10.6,30,20,12,16,27,18,29,22,20,NA,26,11,16,11,30,19,25,12,29,20,29,55,37,68,40,50,34,12,10,12,3,6,11,20,8,9,11,8,4,10,NA,12,24,5,37,16,2,2,37,2,1,NA,1,NA,5,12,6,13,6,6,4,1.77,1.62
"2023-04-16 21:00:00",10.6,16,15,8,16,22,13,24,29,24,NA,24,17,11,8,31,20,26,10,31,28,28,35,29,51,35,36,28,13,14,9,12,4,9,21,8,7,11,11,7,15,NA,11,26,5,28,24,2,1,26,2,1,NA,1,NA,7,14,5,12,9,7,4,1.67,1.81
"2023-04-16 22:00:00",9.8,30,31,14,16,29,21,50,27,26,NA,36,20,12,6,24,18,23,8,26,35,18,16,34,52,34,39,31,12,10,6,9,5,8,11,6,8,11,10,2,10,NA,13,21,4,16,19,2,1,21,2,1,NA,1,NA,7,20,5,10,5,7,4,1.64,1.89
"2023-04-16 23:00:00",9.5,28,26,20,16,40,29,40,32,23,NA,35,26,11,9,9,22,37,11,22,33,15,11,31,37,38,26,38,8,9,5,8,6,9,11,4,6,12,11,2,7,NA,7,13,4,13,14,2,1,14,2,1,NA,1,NA,5,7,10,9,2,10,4,1.78,2.07
"2023-04-17 00:00:00",10,31,36,27,17,30,22,32,29,16,NA,35,27,19,12,12,21,28,15,30,30,11,6,31,33,35,28,40,6,15,4,4,5,11,11,4,6,8,14,2,6,NA,10,12,3,8,12,2,1,14,2,1,NA,1,NA,7,5,8,5,3,6,4,1.8,2.11
"2023-04-17 01:00:00",13.1,27,32,18,14,32,24,36,29,19,NA,34,28,22,13,22,21,17,18,30,32,6,7,27,39,44,26,29,6,10,6,4,7,7,8,4,4,7,12,3,5,NA,12,13,3,7,10,2,1,17,2,1,NA,1,NA,5,6,9,3,1,3,4,2.27,2.11
"2023-04-17 02:00:00",13,37,35,21,12,27,24,43,36,17,NA,35,33,22,7,38,21,32,15,29,34,9,13,31,41,36,32,40,8,7,5,13,8,8,11,4,5,5,12,2,7,NA,14,16,3,11,12,2,1,24,2,1,NA,1,NA,5,8,6,2,1,4,4,2.11,2.05
"2023-04-17 03:00:00",16.2,45,48,23,21,33,27,49,35,29,NA,40,37,20,11,34,18,41,16,55,40,29,26,30,64,40,45,50,14,7,7,32,8,17,20,10,9,10,21,18,8,NA,21,22,4,20,12,2,1,36,2,5,NA,1,NA,4,12,4,3,1,4,4,1.8,2.14
"2023-04-17 04:00:00",21.7,64,60,37,31,47,40,54,46,69,NA,46,46,23,14,37,19,64,25,77,60,60,54,46,70,64,47,62,33,11,11,47,13,23,60,14,16,19,28,3,19,NA,32,31,4,55,22,4,1,56,3,9,NA,1,NA,5,25,13,2,1,4,4,1.55,2.22
"2023-04-17 05:00:00",24.4,72,72,56,79,63,58,63,63,80,NA,53,55,36,24,66,29,64,53,95,80,69,73,55,87,72,56,72,48,20,20,44,25,33,58,20,55,35,47,35,25,NA,58,35,6,96,42,7,1,74,4,17,NA,1,NA,6,26,19,3,1,5,4,1.52,2.16
"2023-04-17 06:00:00",21.4,83,71,67,84,62,67,66,67,50,NA,57,59,55,66,76,72,72,55,100,70,56,101,75,80,77,52,68,57,42,28,40,10,40,61,22,28,48,41,32,35,NA,62,34,7,33,46,6,1,74,4,55,NA,1,NA,6,19,18,3,1,5,4,2.16,2.23
"2023-04-17 07:00:00",31,64,53,40,36,53,46,51,48,25,NA,66,64,61,43,64,53,60,43,70,79,29,100,73,74,71,44,53,41,27,26,33,10,NA,60,15,18,NA,40,3,37,NA,54,25,12,12,45,6,1,61,4,19,NA,1,NA,6,16,5,3,1,5,4,2.1,2.5
"2023-04-17 08:00:00",42,44,45,28,34,21,26,20,23,32,NA,29,35,71,59,45,43,39,52,NA,62,29,49,64,59,56,38,43,25,11,12,17,7,NA,31,8,15,NA,38,5,30,NA,40,16,9,11,25,2,2,22,4,10,NA,1,NA,3,4,4,3,1,4,4,2.01,2.05
"2023-04-17 09:00:00",38.1,42,35,16,17,21,19,19,22,17,NA,29,14,29,23,31,45,31,26,NA,40,42,41,36,NA,20,43,47,29,8,15,5,5,NA,15,12,14,NA,24,4,22,NA,22,10,7,5,13,2,6,13,3,7,NA,1,NA,2,5,2,NA,1,6,4,2.16,1.9
"2023-04-17 10:00:00",24.8,32,24,9,11,12,12,13,16,9,NA,11,6,14,6,11,23,19,15,NA,31,32,44,22,6,12,24,32,23,7,19,3,9,NA,9,8,15,NA,13,11,13,13,3,5,7,3,11,3,9,9,3,6,NA,1,NA,2,4,4,NA,2,5,4,2.08,1.7
"2023-04-17 11:00:00",17.7,36,23,8,10,9,10,10,12,9,NA,7,5,15,5,7,19,11,10,6,20,22,35,14,5,NA,11,26,22,3,14,1,7,8,7,8,12,11,7,17,16,8,3,5,9,3,12,4,5,8,2,5,NA,1,8,2,5,3,4,2,6,5,1.84,1.72
"2023-04-17 12:00:00",11.9,31,21,8,5,6,5,9,11,8,NA,9,5,10,4,5,12,7,NA,7,18,21,29,15,5,NA,6,23,11,3,8,1,5,6,11,7,12,13,12,17,20,9,6,5,6,2,10,3,3,6,2,6,NA,1,6,2,NA,2,3,2,8,5,1.81,1.68
"2023-04-17 13:00:00",10.9,20,20,11,7,5,8,9,10,9,NA,9,4,9,5,4,9,6,NA,6,20,23,30,15,3,6,4,24,5,4,2,1,5,10,7,7,10,12,7,16,14,8,6,5,6,2,13,3,3,7,2,7,NA,2,5,1,NA,2,3,2,8,5,1.78,1.44
"2023-04-17 14:00:00",10.7,39,23,6,11,8,8,9,12,9,NA,10,4,8,5,5,6,6,6,8,19,25,31,14,3,8,5,22,6,3,2,1,5,9,8,8,9,11,9,21,12,8,6,6,5,2,11,2,3,7,2,10,NA,2,7,2,6,2,3,2,6,5,1.8,1.31
"2023-04-17 15:00:00",13,40,26,8,10,9,11,9,12,10,NA,9,6,10,6,5,5,7,7,10,20,26,35,14,4,9,5,23,6,3,2,1,5,12,7,7,7,10,8,16,16,8,7,12,5,2,14,3,3,7,2,15,NA,2,8,1,7,2,3,1,4,6,2.07,1.3
"2023-04-17 16:00:00",15.5,38,30,10,11,10,11,8,10,10,NA,10,7,14,5,6,6,8,9,14,21,29,51,18,5,9,7,30,4,4,2,1,4,9,8,6,7,7,4,13,22,6,7,14,5,5,13,3,3,13,2,17,NA,2,9,2,12,2,4,2,4,5,2.83,1.4
"2023-04-17 17:00:00",15.4,38,37,12,14,7,15,7,10,17,NA,17,6,13,7,9,6,9,11,16,23,26,38,17,7,13,6,28,5,4,3,2,5,12,9,8,10,8,3,14,15,8,10,20,6,3,15,3,3,17,3,16,NA,2,12,3,16,2,5,2,5,5,2.29,1.48
"2023-04-17 18:00:00",12.6,29,30,14,15,8,15,7,10,15,NA,13,7,12,6,10,6,10,10,13,32,30,45,20,10,14,7,19,10,5,4,1,6,12,15,9,11,9,13,15,15,8,12,21,6,4,21,3,4,12,5,7,NA,2,14,6,17,2,6,2,6,4,3.07,2.35
"2023-04-17 19:00:00",14.5,36,30,13,14,7,16,6,6,14,NA,13,7,10,5,13,5,11,11,9,32,26,39,20,10,12,12,12,10,5,3,1,7,17,15,10,15,16,15,10,13,9,8,16,7,6,18,3,4,11,4,6,NA,2,10,5,9,4,9,2,4,4,2.08,2.25
"2023-04-17 20:00:00",13.5,59,35,15,15,6,18,5,5,16,NA,10,6,10,5,13,8,10,14,11,27,25,28,18,8,11,10,12,9,4,3,1,8,15,18,7,16,21,8,6,10,8,9,13,8,7,13,3,3,12,4,4,NA,4,12,5,9,4,8,2,4,5,2.17,2.27
"2023-04-17 21:00:00",14.1,28,39,23,18,4,26,5,6,11,NA,7,7,15,5,9,9,14,14,7,13,20,22,23,7,8,9,13,7,4,2,1,9,11,27,6,15,13,16,4,7,8,8,12,6,5,11,3,3,15,3,3,NA,3,12,3,10,4,9,3,5,4,2.28,2.06
"2023-04-17 22:00:00",14.3,33,19,24,17,3,15,3,3,14,NA,8,8,9,6,7,6,15,12,8,8,18,19,25,14,9,11,9,4,4,2,1,5,10,17,7,11,11,17,4,10,9,6,11,5,8,8,3,2,11,3,3,NA,3,9,3,15,4,9,2,6,4,2.6,1.89
"2023-04-17 23:00:00",12.4,27,26,21,16,3,18,7,5,25,NA,10,7,6,5,6,7,15,13,8,17,16,14,28,35,19,25,16,3,4,2,1,4,9,12,4,8,5,11,4,13,11,7,10,5,8,10,3,2,13,4,3,NA,3,8,3,9,3,7,1,6,4,2.35,1.69
"2023-04-18 00:00:00",13,37,32,16,16,11,15,10,14,17,NA,20,13,6,4,5,10,13,16,14,21,14,13,25,32,14,19,14,2,3,1,1,3,5,4,4,11,5,3,6,8,8,6,8,4,7,10,2,2,10,3,3,NA,2,6,4,10,2,6,2,6,4,2.15,1.96
"2023-04-18 01:00:00",10.7,18,18,10,10,23,15,26,21,10,NA,20,16,6,6,4,8,17,15,14,17,14,16,22,35,21,18,22,3,4,2,1,4,5,4,4,8,6,4,11,7,7,6,10,4,7,7,3,2,13,3,3,NA,2,8,4,7,2,8,3,3,4,2.35,2.09
